Unnamed: 0,sq_mt_built,n_rooms,n_bathrooms,street_name,street_number,floor,is_floor_under,neighborhood_id,operation,buy_price,buy_price_by_area,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,has_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east
14683,85.0,1,1.0,Calle de Juan Ramón Jiménez,Brak,3,0,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,620000,7294,HouseType 1: Pisos,0,0,1970.0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0.0,0,0,0,1
14684,126.0,3,2.0,Calle de Vinaroz,1,4,0,Neighborhood 27: Ciudad Jardín (4572.45 €/m2) - District 5: Chamartín,sale,430000,3413,HouseType 1: Pisos,1,0,1970.0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0.0,1,0,0,1
14685,216.0,4,3.0,Brak,Brak,2,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,1080000,5000,HouseType 1: Pisos,0,0,1960.0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,70000.0,0,0,1,0
14686,76.0,2,1.0,Calle ANZUOLA,Brak,1,0,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,289000,3803,HouseType 1: Pisos,0,0,1970.0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0
14687,300.0,5,3.0,Brak,Brak,5,0,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,1950000,6500,HouseType 1: Pisos,1,0,1970.0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0.0,1,1,0,0
14688,166.0,4,3.0,Paseo de la Habana,Brak,1,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,850000,5120,HouseType 1: Pisos,1,0,1970.0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,5403.0,0,1,0,1
14689,510.0,8,7.0,Segre,21,2,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,3000000,5882,HouseType 2: Casa o chalet,0,0,1968.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0
14690,100.0,1,1.0,Brak,Brak,1,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,750000,7500,HouseType 1: Pisos,0,0,2005.0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0.0,1,1,1,0
14691,90.0,2,2.0,Calle del Príncipe de Vergara,Brak,7,0,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,399000,4433,HouseType 1: Pisos,0,0,1952.0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1
14692,118.0,3,2.0,Calle de Joaquín Costa,Brak,2,1,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,547000,4636,HouseType 1: Pisos,1,0,1970.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
14693,443.0,6,4.0,Calle Menéndez Pidal,Brak,3,0,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,2410000,5440,HouseType 1: Pisos,1,0,1980.0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0.0,0,0,1,0
14694,77.0,1,1.0,Calle Henri Dunant,23,3,0,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,494800,6426,HouseType 1: Pisos,0,0,1970.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
14695,400.0,5,5.0,Calle María Francisca,6,2,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,2300000,5750,HouseType 2: Casa o chalet,0,0,1970.0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0.0,0,0,0,0
14696,124.0,1,1.0,Brak,Brak,5,0,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1200000,9677,HouseType 5: Áticos,0,0,1968.0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0.0,0,0,1,1
14697,87.0,3,1.0,Costa Rica,28,2,0,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,370000,4253,HouseType 1: Pisos,1,0,1952.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1
14698,250.0,3,2.0,Brak,Brak,1,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,1750000,7000,HouseType 1: Pisos,0,0,1970.0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0.0,0,0,1,1
14699,226.0,0,2.0,Calle de Luis de Salazar,4,0,1,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,595000,2633,,0,0,1970.0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.0,0,0,1,1
14700,83.0,2,1.0,Calle del General Gallegos,1,6,0,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,500000,6024,HouseType 1: Pisos,1,0,1963.0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0.0,0,0,1,0
14701,59.0,2,1.0,Calle Juan Bautista de Toledo,Brak,3,0,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,175000,2966,HouseType 1: Pisos,0,0,1970.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
14702,74.0,1,1.0,Avenida de Alberto de Alcocer,12,7,0,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,600000,8108,HouseType 1: Pisos,0,0,1970.0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,190.0,0,1,0,0
14703,345.0,5,4.0,Brak,Brak,2,0,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1699000,4925,HouseType 1: Pisos,1,0,1970.0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0.0,0,1,0,1
14704,58.0,1,1.0,Calle del Príncipe de Vergara,113,1,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,500000,8621,HouseType 1: Pisos,0,0,2003.0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0.0,0,0,0,1
14705,131.0,3,2.0,Avenida de América,Brak,5,0,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,459900,3511,HouseType 1: Pisos,1,0,1965.0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0.0,0,0,0,1
14706,100.0,2,1.0,Calle de López de Hoyos,Brak,3,0,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,385000,3850,HouseType 1: Pisos,0,0,1970.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0
14707,89.0,3,1.0,Calle Mantuano,Brak,2,0,Neighborhood 27: Ciudad Jardín (4572.45 €/m2) - District 5: Chamartín,sale,335000,3764,HouseType 1: Pisos,0,0,1970.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0
14708,123.0,2,2.0,Calle Puenteareas,Brak,6,0,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,465000,3780,HouseType 1: Pisos,0,0,1966.0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0.0,0,0,0,0
14709,131.0,3,2.0,Avenida de América,Brak,5,0,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,459900,3511,HouseType 1: Pisos,0,0,1965.0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
14710,220.0,5,3.0,Calle de Juan Hurtado de Mendoza,Brak,3,0,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1300000,5909,HouseType 1: Pisos,1,0,1970.0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0.0,0,0,0,0
14711,122.0,2,2.0,Paseo de la Castellana,Brak,8,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,795000,6516,HouseType 1: Pisos,0,0,1970.0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0.0,1,0,1,1
14712,238.0,4,2.0,Calle de Juan Hurtado de Mendoza,Brak,9,0,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1450000,6092,HouseType 1: Pisos,0,0,1970.0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0.0,0,0,1,0
14713,48.0,0,1.0,Calle Pio XII,Brak,2,0,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,255000,5312,,0,0,1970.0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0.0,0,0,0,1
14714,46.0,0,1.0,Potosí,Brak,1,0,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,250000,5435,,0,0,1982.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
14715,58.0,1,1.0,Calle Sánchez Balderas,4,3,0,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,262500,4526,HouseType 5: Áticos,0,0,1970.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
14716,103.0,2,2.0,Francisco Giralte,Brak,4,0,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,449000,4359,HouseType 1: Pisos,0,0,1970.0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0.0,0,0,0,0
14717,80.0,3,1.0,Calle Puenteareas,Brak,3,0,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,310000,3875,HouseType 1: Pisos,1,0,1975.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0,1,0,0
14718,280.0,5,3.0,Brak,Brak,2,0,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,950000,3393,HouseType 2: Casa o chalet,1,0,1960.0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0.0,0,1,0,1
14719,60.0,1,2.0,san ernesto,Brak,2,1,Neighborhood 27: Ciudad Jardín (4572.45 €/m2) - District 5: Chamartín,sale,249000,4150,HouseType 1: Pisos,0,0,1970.0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0
14720,400.0,6,6.0,Brak,Brak,3,0,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,2700000,6750,HouseType 1: Pisos,0,0,1970.0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0.0,0,0,0,0
14721,64.0,1,1.0,Calle Francisco Suárez,19,0,1,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,600000,9375,HouseType 1: Pisos,0,0,1970.0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0.0,0,1,0,0
14722,856.0,10,10.0,Brak,Brak,2,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,8700000,10164,HouseType 2: Casa o chalet,0,0,1970.0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0.0,0,0,0,0
14723,399.0,6,7.0,Brak,Brak,7,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,2100000,5263,HouseType 1: Pisos,0,0,1960.0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0.0,0,0,0,1
14724,850.0,4,5.0,Brak,Brak,2,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,8700000,10235,HouseType 2: Casa o chalet,0,0,1970.0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0.0,0,0,0,0
14725,140.0,3,2.0,Calle Mantuano,33,1,0,Neighborhood 27: Ciudad Jardín (4572.45 €/m2) - District 5: Chamartín,sale,498000,3557,HouseType 1: Pisos,0,1,1970.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0.0,0,0,0,0
14726,96.0,1,1.0,Brak,Brak,1,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,750000,7812,HouseType 1: Pisos,0,0,1970.0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0.0,0,1,0,0
14727,140.0,2,2.0,Calle Mantuano,33,3,0,Neighborhood 27: Ciudad Jardín (4572.45 €/m2) - District 5: Chamartín,sale,559000,3993,HouseType 1: Pisos,0,1,1970.0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0.0,0,0,0,0
14728,140.0,3,2.0,Calle Mantuano,33,2,0,Neighborhood 27: Ciudad Jardín (4572.45 €/m2) - District 5: Chamartín,sale,517075,3693,HouseType 1: Pisos,0,1,1970.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0.0,0,0,0,0
14729,165.0,3,3.0,Calle Rosa Jardón ,16,2,0,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1321117,8007,HouseType 4: Dúplex,0,1,1970.0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0.0,0,0,0,0
14730,235.0,5,4.0,Calle Rosa Jardón ,16,0,1,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1549514,6594,HouseType 4: Dúplex,0,1,1970.0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0.0,0,0,0,0
14731,175.0,4,4.0,Calle Rosa Jardón ,16,2,0,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1372328,7842,HouseType 1: Pisos,0,1,1970.0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0.0,0,0,0,0
14732,72.0,1,1.0,Brak,Brak,3,0,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,650000,9028,HouseType 1: Pisos,0,0,1970.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
14733,210.0,5,2.0,Brak,Brak,0,1,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,875000,4167,HouseType 1: Pisos,0,0,1970.0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0.0,1,1,1,0
14734,80.0,1,1.0,Brak,Brak,8,0,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,600000,7500,HouseType 1: Pisos,0,0,1970.0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0.0,0,0,0,1
14735,481.0,5,6.0,Brak,Brak,2,0,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,2200000,4574,HouseType 2: Casa o chalet,0,0,1970.0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0.0,0,0,1,0
14736,70.0,2,2.0,Brak,Brak,0,1,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,299000,4271,HouseType 1: Pisos,0,0,1970.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0
14737,97.0,1,1.0,Calle Alfonso Rodríguez Santamaría,Brak,1,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,750000,7732,HouseType 1: Pisos,0,0,1970.0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0.0,0,0,0,0
14738,321.0,4,3.0,Brak,Brak,1,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,2400000,7477,HouseType 1: Pisos,0,0,1968.0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0.0,0,0,1,0
14739,157.0,3,3.0,Calle Herreros de Tejada,20,6,0,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,1390000,8854,HouseType 1: Pisos,0,0,2019.0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0.0,0,1,0,0
14740,265.0,4,4.0,Brak,Brak,8,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,2180000,8226,HouseType 5: Áticos,0,0,1970.0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0.0,0,1,1,0
14741,84.0,3,1.0,Calle Alustante,22,1,0,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,360000,4286,HouseType 1: Pisos,0,0,1970.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
14742,184.0,4,3.0,Avenida DE BURGOS,Brak,5,0,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,670000,3641,HouseType 1: Pisos,0,0,1974.0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0.0,0,0,1,0
14743,76.0,2,1.0,Brak,Brak,1,0,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,289000,3803,HouseType 1: Pisos,0,0,1974.0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0
14744,291.0,5,4.0,Brak,Brak,5,0,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,1490000,5120,HouseType 1: Pisos,0,0,1970.0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0.0,0,0,0,0
14745,179.0,3,2.0,Calle de López de Hoyos,76,4,0,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,750000,4190,HouseType 1: Pisos,0,0,1969.0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0.0,0,0,0,0
14746,205.0,5,3.0,Brak,Brak,4,0,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,895000,4366,HouseType 1: Pisos,0,0,1966.0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0.0,0,0,0,1
14747,76.0,3,1.0,Pasaje Valverde de Alcalá,4,0,1,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,275000,3618,HouseType 1: Pisos,1,0,1970.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0
14748,330.0,5,4.0,Brak,Brak,9,0,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,1495000,4530,HouseType 1: Pisos,0,0,1961.0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0.0,0,1,1,0
14749,293.0,3,3.0,Brak,Brak,3,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,2080000,7099,HouseType 1: Pisos,1,0,1973.0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0.0,0,0,1,0
14750,92.0,3,2.0,"Avenida de Alfonso XIII, Madrid",Brak,2,0,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,450000,4891,HouseType 1: Pisos,1,0,1966.0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0.0,0,1,0,1
14751,431.0,5,5.0,Brak,Brak,2,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,2500000,5800,HouseType 1: Pisos,1,0,1970.0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.0,0,1,1,0
14752,232.0,4,3.0,Brak,Brak,2,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,1500000,6466,HouseType 1: Pisos,0,0,1970.0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0.0,0,1,1,1
14753,369.0,4,3.0,Brak,Brak,2,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,2490000,6748,HouseType 2: Casa o chalet,1,0,1970.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1,1,0
14754,573.0,6,6.0,Brak,Brak,8,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,1990000,3473,HouseType 1: Pisos,1,0,1970.0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0.0,0,1,0,1
14755,87.0,2,1.0,Calle del Príncipe de Vergara,113,1,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,649000,7460,HouseType 1: Pisos,0,0,2003.0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0.0,0,0,0,1
14756,45.0,2,1.0,Calle Constancia,Brak,2,0,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,195000,4333,HouseType 1: Pisos,1,0,1945.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0
14757,50.0,1,1.0,Brak,Brak,3,0,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,385000,7700,HouseType 1: Pisos,1,0,1970.0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0.0,0,0,0,0
14758,76.0,3,1.0,Calle de Luis Cabrera,Brak,4,0,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,320000,4211,HouseType 1: Pisos,0,0,1974.0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0.0,0,0,1,0
14759,58.0,1,1.0,Calle Sánchez Balderas,Brak,3,0,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,262500,4526,HouseType 1: Pisos,0,0,1988.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
14760,58.0,1,1.0,Calle Sánchez Balderas,4,3,0,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,262500,4526,HouseType 1: Pisos,0,0,1988.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
14761,225.0,4,3.0,Castellana,Brak,6,0,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,799000,3551,HouseType 1: Pisos,1,0,1970.0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0.0,0,1,0,0
14762,125.0,4,2.0,Calle de Luis Cabrera,92,4,0,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,600000,4800,HouseType 1: Pisos,0,0,1970.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
14763,504.0,6,6.0,Brak,Brak,4,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,4200000,8333,HouseType 1: Pisos,0,0,1970.0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0.0,1,1,0,0
14764,460.0,5,4.0,Brak,Brak,2,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,3495000,7598,HouseType 2: Casa o chalet,0,0,2007.0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0.0,0,0,1,0
14765,369.0,5,5.0,Brak,Brak,2,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,2500000,6775,HouseType 2: Casa o chalet,1,0,1960.0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0.0,0,0,1,0
14766,60.0,1,1.0,Paseo DE LA CASTELLANA,Brak,1,0,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,450000,7500,HouseType 1: Pisos,0,0,1970.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
14767,300.0,6,5.0,Brak,Brak,3,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,2300000,7667,HouseType 1: Pisos,0,0,1970.0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0.0,1,1,1,1
14768,138.0,2,2.0,Calle Potosí,10,9,0,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,730000,5290,HouseType 5: Áticos,1,0,1970.0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0.0,0,0,1,0
14769,90.0,3,2.0,Calle del Príncipe de Vergara,269,4,0,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,525000,5833,HouseType 1: Pisos,0,0,1970.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1
14770,37.0,1,1.0,Calle de Cartagena,108,4,0,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,199000,5378,HouseType 1: Pisos,0,0,1970.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0
14771,61.0,1,1.0,Calle de López de Hoyos,138,3,0,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,310000,5082,HouseType 1: Pisos,0,0,1970.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0
14772,279.0,5,5.0,Brak,Brak,3,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,1900000,6810,HouseType 1: Pisos,0,0,1985.0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0.0,0,0,0,0
14773,60.0,2,1.0,Calle Sauce,4,2,1,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,175000,2917,HouseType 1: Pisos,1,0,1966.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0
14774,80.0,2,1.0,Calle Pinilla del Valle,2:00 AM,2,0,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,325000,4062,HouseType 1: Pisos,0,0,1970.0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0
14775,55.0,2,2.0,Calle Malcampo,20,0,1,Neighborhood 27: Ciudad Jardín (4572.45 €/m2) - District 5: Chamartín,sale,225000,4091,HouseType 4: Dúplex,0,0,1970.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
14776,87.0,4,2.0,Calle del Padre Xifré,5,4,0,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,400000,4598,HouseType 1: Pisos,1,0,1970.0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0
14777,92.0,3,1.0,Via del Príncipe de Vergara,Brak,5,0,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,365000,3967,HouseType 1: Pisos,0,0,1970.0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0,0,0,1
14778,224.0,3,3.0,Brak,Brak,2,0,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,1025000,4576,HouseType 2: Casa o chalet,1,0,1970.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0
14779,289.0,5,4.0,Urb. Colonia de Los Músicos,Brak,2,0,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1990000,6886,HouseType 2: Casa o chalet,0,0,1970.0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0.0,0,0,0,0
14780,130.0,2,2.0,Calle de Canillas,36 bajo,0,1,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,270000,2077,HouseType 1: Pisos,1,0,1970.0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0
